question,answer,doctor,link
상황: 오늘 오전에 갑자기 대피발령이 울리길래 물을 사러 마트에 갔다왔습니다. 그 후에 또 한번 대피발령이 울리길래 놀래서 책장 모서리에 머리를 세게 찧었는데요ㅠㅠ머리을 찧기 전에는 괜찮았다가 찧은 후부터 갑자기 증상이 시작되었습니다.증상:초반에는 가만히 있어서도 어지럽고 토할거 같음그 후에는 부딪힌 오른쪽 머리가 멍하고오른쪽 귀에 전자파 소리남걸을 때 어지러움(붕붕 뜨는 느낌)참고로 저는 이석증을 앓았다가 그 이후에 재발해서 병원에 갔더니 심리적인 요인때문에 ‘지속적 체위 지각 어지러움증(PPPD)’ 라고 하셨어요ㅠㅠ❓궁금한점: 이런 경우ㅠㅠ 원래 가던 이빈인후과를 가는게 맞을까요? 뇌진탕일 경우를 대비하여 뇌ct를 찍으러가는게 맞을까요?…,"['안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.문의해 주셔서 감사합니다. 질문자님께서 뇌혈관 질환을 의심하고 계신 듯한데요.질문자님께서 작성하신 증상만으로 어떤 뇌혈관 질환인지 곧바로 진단할 수 있으면 좋겠습니다만, 뇌혈관 질환을 확정하는 특정한 증상이 따로 있는 것이 아니기 때문에 의심되는 증상이 발생하였다면 꼭 뇌혈관 질환이 아니더라도 병원에 가 보시는 것이 좋겠습니다.뇌혈관 질환을 진단하기위해서 기본적으로 뇌에 대한 영상 검사가 필수적이기때문에 CT 나 MRI 가 가능한 병원에 신경과나 신경외과를 방문해서 진료를 받으시기 바랍니다. CT는 보험적용이 가능하고 MRI도 2018년 10월부터 전문의 소견에 따라 보험적용을 받습니다만 간혹 뇌혈관 질환의 진단이 되지 않으면 보험이 되지 않을 수도 있어 고가의 검사가 됨을 참고로 진행하시면 되겠습니다. 답변이 도움이 되었기를 바랍니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=447015247&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=475&search_sort=0&spq=0
턱관절 장애 치료하려면 어떤 병원가야하나요일반 치과보다 구강악안면외과 전문의가 있는 치과로 가는게 좋은건가요,['안녕하세요. 하이닥-네이버 지식iN 상담의 김상용입니다.턱관절을 보는 치과를 가시는 것이 좋습니다. 대학병원에서는 구강 내과 진료를 보시는 것이 좋을 것 같습니다.'],치과의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70201&docId=420156758&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=476&search_sort=0&spq=0
가슴 수술 잘하는 병원 고르는 방법 있나요? 가슴 확대 수술 하려고 알아보는중인데 너무 많아서 어떤 병원을 골라야 할지 모르겠어요 ㅠㅠ,[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=447155734&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=486&search_sort=0&spq=0
"아버지 발에 예전부터 굳은살마냥 딱딱하고 동그란게 생겼었는데, 걸을때 마다 아프다고 하셔서 병원에 방문해보려 합니다.그동안은 집에서 발톱깎이로 깎으셨었습니다.어떤 의과로 가야하는지 추천해주는 병원은 어디인지 궁금합니다.","['안녕하세요. 하이닥-네이버 지식iN 상담의 김성욱 입니다.올려주신 사진으로 보아, 동통성 족저부 굳은살 로 보입니다.중족골통의 한 가지이며, 체중이 해당 부위에 많이 실리면 일종의 적응으로서 발생합니다.깎아주시는 것도 좋은 방법이나, 자꾸 재발할 시 근본 원인을 해결해야 합니다.정형외과에서 진료 가능합니다. 가급적 족부 전문의를 만나시길 추천드립니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=470432495&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=489&search_sort=0&spq=0
"서술하는 증상을 겪은지는 일주일을 넘어가고 있고식사 후, 앉았다 일어서거나 눕는 등 자세를 바꾸는 경우, 차에 타는 경우 증상이 심해집니다.어떤 질병이 의심되는지, 어느 병원에 가야 하는지 여쭙고 싶습니다.증상:두통, 어지러움, 메스꺼움, 몸에 힘이 빠져서 주저앉음, 손 발이 약하게 떨림,가슴이 답답함(누군가 명치를 누르고 있는 것처럼 압박감을 느낌, 호흡할 때마다 더 조이는 느낌을 받음)식사 후 구역감을 느낌, 시야가 흐려짐, 바른 자세로 누우면 구역감을 느껴 자세를 자주 바꾸는 탓에 질 좋은 수면을 취하기 어려움.식습관:하루 1잔~2잔 마시던 커피와 에너지 음료를 줄이다 완전히 끊었습니다. 3주째입니다.찬물을 마시면 메스꺼움이 가라앉는 기분이 들어 1L 정도 찬물을 마십니다.소화기관이 약해 인스턴트 식품 지양, 가정식 위주로 하루 2끼 식사 합니다.가족내력:대장암, 고혈압","['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김철수 입니다.연세가 얼마이신지는 모르겠으나두통, 어지러움, 시야혼탁, 흉부불편감, 오심, 쇠약감, 손발의 경련, 불면 등의 증세가 일주일 되었다면 신경 심장 위장 내분비 혈액 증의 총괄적인 검사를 요합니다. 서울에 거주하신다면 삼육서을병원을 택하십시오.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=428272800&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=499&search_sort=0&spq=0
허리디스크 수술 후 재활치료를 위해 병원을 알아보는 중인데요.재활병원추천으로 한방병원을 많이 해주셔서요.정확히 한방병원에서는 어떤 치료를 받을 수 있는지.. 제가 잘 몰라서 알고 싶네요.,"['# 이철희 병원장 |[프로필 보기]#[병원 위치]#[진료 예약하기]#[병원 홈페이지]——————————————-안녕하세요, 닥톡-네이버 지식iN 상담한의사 이철희입니다.허리디스크 수술 후 재활치료를 위해 한방병원을 고려하고 계시네요.재활병원추천을 받으실 때에는 무엇보다 수술 후수술 부위 안정성 유지, 통증 경감, 근력 강화 및 근육의 기능적 활동 회복,수동적 및 능동적 관절운동 범위회복을 위한 치료 및 시설이 갖추어진 곳을 고려하시는 것이 좋습니다.수술 후 신체는 수술 전의 몸 상태와 근육의 운동성이 다르기 때문에재활치료는 조속한 일상생활로의 복귀를 위해 중요하며,더불어 재발 방지를 위해서라도 받는 것이 좋습니다.한방병원에서는 현재 환자의 증상 및 환자 본인이 통증을 느끼는 정도를 고려한양의학 협진 진료 및 치료를 진행합니다.X-ray, CT, MRI 등 영상 진단을 통해 수술 후 부위를 면밀하게 진단한 다음재활 치료 프로그램을 통해 통증 관리와 약화하고 긴장된 근육과 관절 구축을 위해체외충격파, 침, 뜸치료, 약침, 한약, 추나요법, 도수치료를 진행합니다.필요한 경우에는 입원을 통한 재활치료가 진행되기도 합니다.재활병원 입원시설을 고려하실 때, 환자분이 편안한 공간에서재활 치료에 집중할 수 있도록 시설이 잘 갖추어진 곳을 선택해야 합니다.영양 관리를 위한 식단 구성과 휴식을 느낄 수 있는 쾌적한 환경,편의를 위한 1인실, 다인실 운영되는 곳임을 고려해야 합니다.재활병원추천으로 한방병원을 고려하고 계시는데에 도움이 되는 정보였길 바랍니다.감사합니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=437204385&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=507&search_sort=0&spq=0
요즘 들어서 머리가 맑지 않다는 느낌을 많이 받고 있습니다.뿐만 아니라 머리가 뿌옇다는 느낌도 있구요...집중도 안되고 기억력도 저하되는 것 같습니다...뒷목도 땡긴다? 쎄하다?는 느낌도 있고무기력하고 우울하고 아무것도 하고 싶지 않습니다...좀 지나면 괜찮아지겠지하고 있는데 나아지지 않아이렇게 지식인에 도움을 청해봅니다...ㅠㅠ찾아보니 브레인포그 증상과 비슷한 것 같은데어떤 병원을 가봐야할까요???신경과를 가야하는지정신과를 가야하는지 아니면한의원을 가야하는지 알려주세요ㅠㅠ빨리 몸이 나아져서 일상생활을 하고 싶습니다ㅠㅠ(전남 순천에 거주하고 있습니다),"['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.신경과를 가게 됩니다.인근의 자율신경계 치료를 표방하거나스네피치료를 하는 곳을 가시는 것도 좋습니다.치료는 자율신경계의 기능조절을 통한 뇌순환의 호전으로자율신경 중 특히 혈관의 운동성을 관장하는 교감신경을 압박할 수 있는척추의 긴장을 해결하는 이완치료를 하는데보통은 신경치료라고 불리는 주사치료를 포함해서 물리치료, 도수치료 등을 흔하게 합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=470579416&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=513&search_sort=0&spq=0
제가 숨이 차서 내과를 방문해서 무서워서 운 상태로 흉부엑스레이랑 심전도를 했어요.폐는 정상이고 혈압도 너무 정상인데 맥박이 긴장도 있겠지만 넘 빨라서 심리적요인일수도 있지만 순환기내과?인가 어디서 갑상선이나 천식검사도 다른곳에서 해보래요.약은 인데놀정?인가심장박동 줄이는 약을 주시긴했어요.일단 어디로 가야하나요?심전도에선 심장상태는 볼수없나요?심장검사에 갑상선에 천식은 어디로 가야하죠?참고로 과체중 아니고 당 정상에 기침 전혀 안해요.,['안녕하세요. 하이닥-네이버 지식iN 상담의 김경남 입니다.#요약:1. 심장에 대한 추가 정밀검사로는 심장초음파를 해 봐야 하며2. 언급한 갑상선기능검사는 내분비내과3. 천식검사는 호흡기내과에서 진행하면 됩니다.4. 보통 갑상선기능검사의 혈액검사 정도는 동네 내과 의원에서 진행해도 됩니다.건승하세요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=477592482&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=525&search_sort=0&spq=0
"찾아보니 내과에서 검진을 받아보라는 분도 있으시고, 정신과를 가야한다는 분도 있으시고, 한의원도 있는데 어떤 종류의 병원을 가야하는지 궁금합니다.작년부터(고3) 집중이 잘 안되고 멍 때리는 시간이 길어지고 식욕저하에 만성피로처럼 계속 피곤한 현상을 겪었었습니다. 두통도 가끔 너무 스트레스 받으면 찾아왔고, 그때마다 타이레놀을 먹으면 괜찮길래 그렇게 계속 해왔습니다.그리고 수능 후에 한동안 쉬면서 좀 나아졌다가 이번에 반수를 결정하고 공부하면서 그 현상이 다시 찾아오고 있는 것 같습니다.작년보단 덜 심하긴 한데 너무 피곤하고(요즘엔 매일 하루에 10시간 이상씩 자는 것 같습니다) 작년에 이 현상을 모르고 그냥 지나쳐서 매번 슬럼프때마다 이러한 현상이 오는 것인지 궁금합니다.정리하면,브레인포그 현상일 때 가야하는 병원의 종류(내과, 정신과, 한의원 등등)와 계속 재발하는 현상인지 궁금합니다.답변부탁드립니다.",['안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.우선 만성피로에 대하여 진료를 보는 병원을 가보시는게 어떨까 합니다가까운 가정의학과 등에서 최근에는 만성피로에 대한 진료 및 검사등을많이 하고 계시니 한번 문의해 보시고 이와 연관된 검사를 통해몸에 부족한 부분은 없는지 확인해 보신다면도우미 되지 않을까 합니다감사합니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=421626133&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=528&search_sort=0&spq=0
모발이식 때문에 병원 알아보고 있는데 병원이 너무 많아서 어디로 선택해야할지 모르겠습니다 ㅠ최대한 좋은 결과를 얻고 싶은데 모발이식병원 선택을 어떤 기준을 두고 선택해야할지 알려주세요,"['안녕하세요. 하이닥-네이버 지식iN 상담의 박재현 입니다.사람마다 중요하게 생각하는 요소는 다를 수 있기 때문에 어떤 병원이 좋다, 나쁘다고 말씀드리기는 어렵습니다. 다만, 해당 병원이 가지고 있는 시스템이나 후기 등을 참고하시는 것이 도움이 됩니다.여러가지 확인해봐야할 것들을 말씀드릴 수 있지만 일반인이 확인하기에는 여러운 부분이 많기 때문에 결국 가장 좋은 팁은 모발이식을 진행할 병원을 직접 내원하여 의료진과 상담을 해보면서 여러가지 사항들을 확인해보는 것이 가장 중요하다고 말씀드릴 수 있습니다.모발이식은 후두부에서 건강한 모발을 채취한 후 환자의 얼굴형에 자연스러운 방향과 각도, 밀도 등을 고려하여 아주 섬세하게 심어야 하는 테크닉이 필요하기 때문에 그만큼 집도의의 섬세한 테크닉이 결과에 있어서 중요한 영향을 끼칠 수 있습니다.이러한 부분 때문에 모발이식병원을 선택함에 있어서 100% 전문의가 직접 진행하면서 환자 개인을 한 명의 집도의가 끝까지 수술을 담당하는 것이 모발이식잘하는곳을 찾기 위한 가장 중요한 점이라 할 수 있을 것 같습니다.이와 더불어 수술을 집도하는 의사가 탈모 상태와 후두부에서 채취 가능한 영역을 직접 진단하고 디자인을 구성하는 등 상담 과정도 함께 책임지고 있어야 하며, 수술 후 필요한 사후관리 및 경과체크도 담당하는 것이 좋습니다.또한 모발이식에서 시행되는 방식은 절개와 비절개 방식이 있는데 두 가지 방식을 모두 집도할 수 있는 곳인지 체크해보는 것을 권해드립니다.절개와 비절객 방식은 서로 다른 과정으로 진행되기 때문에 각 특징과 장단점도 다르다고 할 수 있습니다.이식 방식에 따라 비용, 소요 시간, 통증, 흉터 등이 달라지며 개인의 후두부 상태에 따라서도 적합한 방식이 달라질 수 있으므로 환자마다 필요한 방식을 제안할 수 있는 곳을 결정하시는 것이 좋습니다.사후관리에 대한 시스템도 확인해봐야 하는 사항이 될 수 있습니다.이식된 모발 중 정상적으로 자랄 수 있는 비율이 높아야 결과가 만족스러울 수 있습니다.이는 집도의의 숙련도뿐만 아니라 사후관리에도 큰 영향을 받게 됩니다.사람마다 개인 건강상태와 생활패턴 등이 다르기 때문에 생착률이 저하될 수 있는 변수들이 발생할 수 있습니다.원내에서는 지속적으로 경과를 체크하고,적절한 사후관리 치료를 받을 수 있는지도모발이식병원을 결정하기 위한 방법 중 하나의 체크리스트가 될 수 있겠습니다.모발이식만 집중하여 수술하는 곳인지, 주치의가 직접 상담부터 수술, 사후관리 과정에서 전반적으로 책임지고 담당하고 있는지, 절개와 비절개 방식 모두 집도할 수 있는 지 등을 확인해보시는 것을 권해드리고 싶습니다.모발이식 병원이 많기 때문에 병원마다 성향과 스타일이 다를 수 있기 때문에 수술을 진행하기전 앞서 말씀드린 내용을 꼼꼼하게 체크해보시고 결정을 하셨다면 해당 의료기관의 의료진과 충분한 상담 후 진행하셔서 원하시는 결과를 얻어보시기 바라겠습니다.답변이 도움이 되셨기를 바랍니다.감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=466553618&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=529&search_sort=0&spq=0
한달전 박혀있는철사를뽑다가 튕겨 왼쪽검지손가락을세게맞았습니다 그당시 매우 아프지만 큰 이상은없고 골절은아닌거같고 감각도 정상인데 손톱으로 피멍이내려오면서 그손가락만 온기가없고 얼어있는거같고시려워서오는통증이있습니다 정형외과에서는 혈관이다친거같다고시간이가면돌아온다는데 한달이지났는데도 손가락이시려워 걱정이됩니다 이대로 살아야하는지 치료를받으면되는지 어느병원을찿아야하는지 알고싶습니다,['안녕하세요. 하이닥-네이버 지식iN 상담의 이정찬 입니다.대학병원의 수지를 전문적으로 진료하시는 교수님에게 진료를 한번 받아 보시는 것이 좋겠습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=445370177&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=531&search_sort=0&spq=0
일주일 전부터 멀미하는 느낌에 식은땀나고 꿈인것 처럼 몽롱하고 넘어지진않는데 걷다가 몸이 쏠릴거같은 느낌이 듭니다 심한 어지러움도 아니고 약한 증상인데 병원 가야할까요? 간다면 어떤 병원으로 가야하나요?,['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.신경과를 가보시면 됩니다.뇌의 이상보다는 자율신경의 압박과 관련된뇌순환장애를 의심합니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=478632592&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=551&search_sort=0&spq=0
"복장뼈 아래쪽 가운데 가슴뼈에 통증을 느껴 자다가 깼습니다.통증의 느낌은 계란이나 퍽퍽한 고구마같은 것을먹었을 때 아픈 그 느낌, 무거운 것으로 누르는 느낌처럼 답답한느낌이였습니다.통증은 15분정도 였고 아파서 앉았는데 앉아있어도 아팠습니다.어떤 병원에 가야 할까 궁금합니다.",[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=431243284&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=553&search_sort=0&spq=0
,['안녕하세요. 원자력병원-네이버 지식iN 상담의사 조완형 입니다.주변 정형외과 의원 가서 진료보면 됩니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=415770003&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=555&search_sort=0&spq=0
"기초수급자 90세 어르신입니다.속에서는 열이 심하다고 하시면서도오한으로 춥다고 이불을 덮으시는데요.1. 위 증상에 대해 진맥만으로도 알 수 있나요?만약 검사가 필요하다면 어떤 검사 받게 될까요?2.진료 및 검사시 대략적인 비용이 궁금합니다.3.한약처방 비용도 궁금합니다.4.한의원,한방병원 어떤 차이가 있는지...?답변 부탁드립니다.",['안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 조용덕 입니다.1. 증상에 대한 확진을 위해서는 기본적인 건강검진 정도는 해보시는게 좋을것 같습니다.그리고 문진이나 맥진등을 통해서 현재 어르신이 어떤 상태인지 정도는 알아 볼 수 있을것 같습니다.2. 진료비는 거의 없으실거구요. 검사비도 2년마다 하는 기본 건강검진은 거의 비용이 없으실겁니다.만약 추가로 여러가지 검사를 하시더라도 보험적용이 가능한 검사들은 비용이 현저히 적게 나오실겁니다. 비용 자체는 검사항목등에 따라서 차이가 나기 때문에 정확하게 말씀드리긴 어려울것 같구요.3. 한약 처방은 보험이 적용 되는 한약 같은 경우에는 한약 금액의 30%정도 부담으로 약을 드실 수 있습니다. 다만 의료급여환자분이시라면 보험한약은 해당사항이 없습니다.다만 한의원에 처방하는 한약이 상당수 보험적용이 되지 않는 비급여 항목입니다. 이부분은 처방받는 병원에서 지정한 금액에 따라서 정해지는 부분이라 처방받을 병원에 문의를 해보시는게 좋을것 같습니다.4. 1차 병원 2차 병원 의 차이로 보시면 됩니다.보통 입원등 장기치료는 한방병원에서 담당하구요. 1차진료로 만성질환이나 가벼운 증상들에 대해서는 한의원에서 담당하신다고 보시면 될것 같습니다.궁금한 부분에 도움이 되셨길 바랍니다.'],한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70301&docId=474934232&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=558&search_sort=0&spq=0
보통 이틀에 한끼정도 먹고 먹어도 5숟가락이 최대에요 이상 먹으면 토할거같고 그래서 병원진료를 받아보고싶은데 어떤 병원을 가야할지 모르겠어요,[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=434548066&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=568&search_sort=0&spq=0
"이야기를 1시간 정도만 해도 어지럼증이 있습니다.숨이 부족하다는 느낌을 좀 받습니다.증상이 1년 이상 지속되고 있으며 최근 건강검진에서 뇌 CT촬영시에는 정상이라는 진단을 받았습니다.과체중을 제외하면 안압이나 심장, 다른 모든 사항에 특이사항도 없었습니다.어느 병원가야하며 어떤 병이 의심되는지 알려주세요.감사합니다.",['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.신경과를 가보시면 좋겠습니다.기관지의 순환 또는 뇌순환의 저하를 고려하여두가지를 감별하여신경치료를 하게 됩니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=459905113&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=574&search_sort=0&spq=0
4~5일 전부터 두통이 있는데 위치가 오른쪽 관자놀이보단 살짝 윗부분이고요 통증은 이제 일상생할하다가 불규칙적으로 갑자기 한20초 정도 누가 뇌를 막대기 같은걸로 꾹꾹 눌러보는? 그런 통증이에요 찌르는 느낌이 아니에요 통증강도는 좀 아파요 하던게 멈춰질 정도로 그리고 처음에는 오른쪽만 그랬는데 어제부터는 왼쪽도 같은 통증이 나타났어요 타이레놀 복용해봤는데 소용없었어요.. 처음 느껴보는 두통이여서 올립니다직장인이라 동네병원으로 가고 싶은데 어떤 병원을 가야할까요? 그리고 심각한 증상인가요?,"['안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.문의해 주셔서 감사합니다. 질문자님께서 뇌질환을 의심하고 계신 듯한데요.질문자님께서 작성하신 증상만으로 어떤 종류의 뇌질환이다라고 곧바로 진단할 수 있으면 좋겠습니다만, 뇌질환을 확정하는 특정한 증상이 따로 있는 것이 아니기 때문에 의심되는 증상이 발생하였다면 꼭 뇌질환이 아니더라도 병원에 가 보시는 것이 좋겠습니다. 뇌질환을 진단하기 위해서 기본적으로 뇌에 대한 영상 검사가 필수적이기 때문에 CT 나 MRI 가 가능한 병원에 신경과나 신경외과를 방문해서 진료를 받으시기 바랍니다. CT는 보험적용이 가능하나 MRI 는 2018년 10월부터 보험적용이 일부 되기는 했지만 의사의 소견상에서 반드시 MRI 검사가 필요하다고 판단되는 경우로 간혹 중요한 뇌질환의 진단이 되지 않으면 보험이 되지 않아 고가의 검사가 됨을 참고로 진행하시면 되겠습니다. 답변이 도움이 되었기를 바랍니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=465283476&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=577&search_sort=0&spq=0
"8월24일경엉덩방아찧은후,뼈이상없다하여서,병원과한의원치료를받았으나차도가없더군요.어제다른정형외과서는,걸어보라고하더니,뼈에는이상이없고,보행장애가온거같으니,상급병원가서검사받으라고하더군요.소견서에는(보행장애)라고적혀있어요.어떤병원으로가서,어떤검사를받아야하나요.건강보험적용은될까요.통원치료는가능할까요.좋은고견부탁드립니다.","['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다.개인의원보다는 상급 병원인 병원, 종합병원에 가시면 되고의료보험 적용이 됩니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=476262585&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=579&search_sort=0&spq=0
어제 철에 베였는데 깊은 상처눈 어닌거 같은데 피가 멈추지 않네요... 일반 소아과를 가도 괜찮을까요?빨간약이 없어서 과산화수소랑 연고를 붙이고 밴드로 지압중입니다...,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.정형외과 진료 받아 보세요.거즈나 깨끗한 손수건등으로 10분 압박하면지혈 됩니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=442290255&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=581&search_sort=0&spq=0
"안녕하세요.몇개월 전부터 하루중 한두번 어지럼증이 발생합니다.어지러울때는 한순간 갑자기 한쪽으로 땅이 꺼지는 느낌, 그렇다고 내가 쓰러지거나 비틀거리는건 아닌데 순간 중심을 잡아야 되는 느낌이 듭니다.이비인후과적 원인은 아닌거같고, 참고로 비문증이 있긴한데...따로 먹는약은없고 약간의 고지혈증이 있습니다.어떤 병원은 먼저 가는게 좋을까요?신경과인가요?신경외과인가요?","['안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.문의해 주셔서 감사합니다. 질문자님께서 뇌질환을 의심하고 계신 듯한데요.질문자님께서 작성하신 증상만으로 어떤 종류의 뇌질환이다라고 곧바로 진단할 수 있으면 좋겠습니다만, 뇌질환을 확정하는 특정한 증상이 따로 있는 것이 아니기 때문에 의심되는 증상이 발생하였다면 꼭 뇌질환이 아니더라도 병원에 가 보시는 것이 좋겠습니다. 뇌질환을 진단하기 위해서 기본적으로 뇌에 대한 영상 검사가 필수적이기 때문에 CT 나 MRI 가 가능한 병원에 신경과나 신경외과를 방문해서 진료를 받으시기 바랍니다. CT는 보험적용이 가능하나 MRI 는 2018년 10월부터 보험적용이 일부 되기는 했지만 의사의 소견상에서 반드시 MRI 검사가 필요하다고 판단되는 경우로 간혹 중요한 뇌질환의 진단이 되지 않으면 보험이 되지 않아 고가의 검사가 됨을 참고로 진행하시면 되겠습니다. 답변이 도움이 되었기를 바랍니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=463689551&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=597&search_sort=0&spq=0
역류성 식도염이 의심되서 병원에 갈려고 하는데요.1. 증상은 말하더라도 검사를 해야 진단이 나올텐데 어떤 검사를 하나요?2. 혹시 검사 안하고 증상만으로 약처방을 받을수도 있나요?,"['안녕하세요. 하이닥-네이버 지식iN 상담의 이이호 입니다.역류성 식도염은 위산이 식도로 역류하여 식도 점막에 염증을 일으키는 질환입니다. 역류성 식도염이 의심되면 병원에서 내시경 검사를 시행합니다. 내시경 검사를 통해 식도 점막의 상태를 확인하고, 역류성 식도염이 있는지 진단할 수 있습니다. 역류성 식도염이 진단되면 약물 치료를 통해 증상을 완화하고 재발을 예방할 수 있습니다. 증상만으로 약처방을 받을 수도 있지만, 정확한 진단을 위해서는 내시경 검사를 시행하는 것이 좋습니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=469632799&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=598&search_sort=0&spq=0
한쪽 볼이랑 귀뒤 목 승모근이 당기는듯한 느낌인데어떤 병원을가야할까요 ?아니면 혹시 이러는이유 아시는분있을까요?당기는 느낌이들어 만져보면 감각은 다느껴집니다,"['안녕하세요. 하이닥-네이버 지식iN 상담의 김영준 입니다.문의해 주셔서 감사합니다. 질문자님께서 뇌질환을 의심하고 계신 듯한데요.질문자님께서 작성하신 증상만으로 어떤 종류의 뇌질환이다라고 곧바로 진단할 수 있으면 좋겠습니다만, 뇌질환을 확정하는 특정한 증상이 따로 있는 것이 아니기 때문에 의심되는 증상이 발생하였다면 꼭 뇌질환이 아니더라도 병원에 가 보시는 것이 좋겠습니다. 뇌질환을 진단하기 위해서 기본적으로 뇌에 대한 영상 검사가 필수적이기 때문에 CT 나 MRI 가 가능한 병원에 신경과나 신경외과를 방문해서 진료를 받으시기 바랍니다. CT는 보험적용이 가능하나 MRI 는 2018년 10월부터 보험적용이 일부 되기는 했지만 의사의 소견상에서 반드시 MRI 검사가 필요하다고 판단되는 경우로 간혹 중요한 뇌질환의 진단이 되지 않으면 보험이 되지 않아 고가의 검사가 됨을 참고로 진행하시면 되겠습니다. 답변이 도움이 되었기를 바랍니다. 감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=467963732&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=599&search_sort=0&spq=0
